"species","lbd_control_BIOME182795","lbd_BIOME186184","lbd_control_BIOME186381","lbd_BIOME186385","median_g1","median_g2","log2fc","p_value","q_value","kingdom","phylum","class","order","family","genus"
"Coprococcus_catus",0.0561052968517871,0,0.0478230430656232,0.0640609886927582,0.0302353810269367,0.0331195041318174,-0.131360458565002,0.567075557198123,0.917767020202226,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Coprococcus"
"Coprococcus_comes",0.105920744872966,0,0.103724299295609,0.0279124028797833,0.0279124028797833,0.0436601818338409,-0.645040057658333,0.995135907382719,0.998327945067383,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Coprococcus"
"Coprococcus_eutactus",0,0,0,0,0,0,0,0.039953039446297,0.52504790428527,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Coprococcus"
"Coprococcus_sp_AF21_14LB",0,0,0,0,0,0,0,0.866733538736043,0.979275237437679,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Coprococcus"
"Cuneatibacter_sp_NSJ_177",0.0064730690501105,0,0.0438489722609986,0.00578795047835956,0.00554078780669312,0.0064730690501105,-0.223613029929538,0.209360352053202,0.683379104739591,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Cuneatibacter"
"Desulfovibrio_desulfuricans",0.0109135161963948,0,0,0,0,0,0,0.404541617070667,0.846955215313907,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio"
"Desulfovibrio_fairfieldensis",0,0,0.060941743826435,0,0,0,0,0.973218707821482,0.998327945067383,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio"
"Dialister_invisus",0,0.0904104477585746,0,0.123129858421529,0,0,0,0.786370720377122,0.973074249297019,"Bacteria","Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Dialister"
"Dielma_fastidiosa",0,0,0,0,0,0,0,0.710065239641356,0.954409610036142,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Dielma"
"Diplocloster_agilis",0,0,0.00848538404947309,0,0,0,0,0.338955776074721,0.796370347750334,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Diplocloster"
"Dorea_formicigenerans",0.102788946393932,0,0,0.0793650633829802,0.0585364032158184,0.0538135116146877,0.121322505371381,0.728390575291727,0.958213041405174,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Dorea"
"Dorea_longicatena",0.111545190270064,0,0,0,0.0584515799870555,0.0932047545386211,-0.672977953590647,0.537774904690129,0.903021341663971,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Dorea"
"Dorea_phocaeensis",0,0,0,0,0,0,0,0.452995441308074,0.87401473381793,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Dorea"
"Dorea_sp_AF36_15AT",0.0497155698243399,0,0,0,0.0346955650055145,0.016075512584503,1.10892640735469,0.0198794422236876,0.491380715359753,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Dorea"
"Dysosmobacter_welbionis",0.0146258485342804,0.0263697042053282,0.0782129445418507,0.0879798280878942,0.0286640046446061,0.0322933909065303,-0.171885963582241,0.226595209239101,0.689408438738912,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Dysosmobacter"
"Eggerthella_lenta",0.0549959161430556,0.142485880404158,0.105738874499805,0.0676370569092643,0.0402128108662029,0.0633361151471704,-0.655111959990633,0.595202888245727,0.923904603944774,"Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Eggerthella"
"Eisenbergiella_massiliensis",0.00630083812722047,0.0504694209744472,0.0633163105249305,0,0,0,0,0.947372037028671,0.998327945067383,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Eisenbergiella"
"Eisenbergiella_sp_OF01_20",0.0187973916501778,0,0,0,0,0,0,0.942053571249382,0.996753456031604,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Eisenbergiella"
"Eisenbergiella_tayi",0.0133981678852415,0,0.0488661494477175,0.0467717276364322,0.00816097248569214,0.00715547644228984,0.189198891619995,0.213904414251736,0.683379104739591,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Eisenbergiella"
"Ellagibacter_isourolithinifaciens",0,0,0,0,0,0,0,0.141242992607857,0.637696412218869,"Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Ellagibacter"
"Emergencia_timonensis",0,0,0.00548637476192646,0,0,0,0,0.836457889979142,0.979275237437679,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales_Family_XIII_Incertae_Sedis","Emergencia"
"Enterocloster_aldenensis",0,0.019546066808059,0,0,0,0,0,0.503771820983252,0.888371813346811,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Enterocloster"
"Enterocloster_asparagiformis",0,0,0,0,0,0,0,0.169840353561503,0.67936141424601,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Enterocloster"
"Enterocloster_bolteae",0.0194614530582203,0.0162549476573047,0.00827052436412108,0.0220653339705573,0.00920881985923517,0.0101046259100407,-0.133651179518519,0.596418685858137,0.923904603944774,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Enterocloster"
"Enterocloster_citroniae",0,0,0,0.0103103712904112,0,0,0,0.292121888343169,0.768759381372773,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Enterocloster"
"Enterocloster_clostridioformis",0,0.0212548375133667,0.0120833412220918,0,0,0,0,0.950426725974346,0.998327945067383,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Enterocloster"
"Enterocloster_hominis",0.0206218491283499,0.00456071796705208,0.0434786300461493,0.0118619806631904,0.0134948522159907,0.0194460162850012,-0.526413477092352,0.637964001012639,0.931389580113407,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Enterocloster"
"Enterocloster_lavalensis",0,0,0,0.0104644152265011,0,0,0,0.043321392714251,0.52504790428527,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Enterocloster"
"Erysipelatoclostridium_ramosum",0.0544741841047208,0.0134168117316018,0.0635865327975688,0.0216257451816194,0.00579658200032123,0.0155569689147491,-1.42117835724442,0.318512920733611,0.783015583318867,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Erysipelatoclostridium"
"Escherichia_coli",0.0127948849424096,0.103580486478536,0.00859079916609566,0.0127400457204187,0.0127400457204187,0.00859079916609566,0.567417034478314,0.689441044118929,0.945403058272665,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia"
"Eubacteriaceae_bacterium",0.00927375559581575,0,0,0.030748948870628,0.00889955343633893,0.00637969843921476,0.478970574359092,0.612065674012824,0.924464909205242,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae","Eubacteriaceae_unclassified"
"Eubacteriales_bacterium",0,0,0,0,0,0,0,0.998201137740724,0.998327945067383,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales_unclassified","Eubacteriales_unclassified"
"Eubacterium_callanderi",0,0,0,0,0,0,0,0.236455411631562,0.693177258891188,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae","Eubacterium"
"Eubacterium_ramulus",0.126039106598401,0,0,0,0,0.0361548022576736,-10.8241890973228,0.00559508764331522,0.312631868221538,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae","Eubacterium"
"Eubacterium_rectale",0.445061741654557,0,0.164275343888514,0.158214621443221,0.0638406725679336,0.103185441464727,-0.692519794024199,0.0360153712481954,0.52504790428527,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Lachnospiraceae_unclassified"
"Eubacterium_siraeum",0.0447295848190987,0,0.082801908249022,0.0107566003396895,0.0107566003396895,0.0180702944157615,-0.747316324525421,0.563352725527837,0.917486177660359,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Oscillospiraceae_unclassified"
"Eubacterium_sp_AF16_48",0,0,0,0,0,0,0,0.0762836779375432,0.556301421405242,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae","Eubacterium"
"Eubacterium_sp_AF34_35BH",0,0,0,0,0,0,0,0.522054026388206,0.894949759522639,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae","Eubacterium"
"Eubacterium_sp_c_25",0,0,0.0291949020441841,0.00664083156503148,0,0,0,0.0674284933620111,0.543849487444418,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae","Eubacterium"
"Eubacterium_ventriosum",0,0,0,0.00509904135464826,0,0,0,0.581391417064478,0.918684841689998,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae","Eubacterium"
"Evtepia_gabavorous",0.0762335526902216,0.064974906890018,0.0813040840369143,0.0772525867018564,0.0698471832058174,0.0646693847532788,0.111086063799852,0.929114250404538,0.987553875399655,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales_unclassified","Evtepia"
"Faecalibacillus_faecis",0,0,0,0.0330226623300774,0,0,0,0.194956860068596,0.683379104739591,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Faecalibacillus"
"Faecalibacillus_intestinalis",0,0,0,0.0897351083159983,0,0,0,0.556724354340023,0.915557205792333,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Faecalibacillus"
"Faecalibacterium_prausnitzii",0.125369809876892,0.0655962565997901,0,0.232269704164394,0.109558913953708,0.155937983603838,-0.50918738256608,0.121213302997881,0.606080673343719,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Faecalibacterium"
"Faecalibacterium_SGB15346",0,0,0,0,0,0,0,0.314072294998039,0.780422066358763,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Faecalibacterium"
"Faecalibacterium_sp_CLA_AA_H233",0,0,0,0,0,0,0,0.655804389720226,0.934628632319285,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Faecalibacterium"
"Faecalibacterium_sp_HTFF",0,0,0,0,0,0,0,0.346535639414508,0.796708105569805,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Faecalibacterium"
"Faecalicatena_contorta",0,0.00636400462460788,0.0141708673629479,0.0106020847131572,0.00636400462460788,0.00656510684131009,-0.0447454782607379,0.673181917172454,0.935608766239681,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Faecalicatena"
"Faecalicatena_fissicatena",0,0,0,0.0122518364171699,0,0,0,0.20260425363589,0.683379104739591,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Faecalicatena"
"Faecalicatena_orotica",0,0.015172926949979,0,0,0,0,0,0.391809926950731,0.834138454193711,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Faecalicatena"
"Faecalimonas_umbilicata",0,0,0.108717504836058,0,0,0,0,0.410858294372456,0.852921016165604,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Faecalimonas"
"Firmicutes_bacterium",0,0,0.176523147899963,0,0,0,0,0.21161988760969,0.683379104739591,"Bacteria","Firmicutes","Firmicutes_unclassified","Firmicutes_unclassified","Firmicutes_unclassified","Firmicutes_unclassified"
"Firmicutes_unclassified_SGB47659",0,0,0.0712255144259366,0,0,0,0,0.654679660299088,0.934628632319285,"Bacteria","Firmicutes","Firmicutes_unclassified","Firmicutes_unclassified","Firmicutes_unclassified","Firmicutes_unclassified"
"Flavonifractor_plautii",0.0216881112424493,0.0469906930702209,0.0796372860721064,0.084459725176675,0.0119040614622847,0.0315472632492737,-1.40455704051922,0.156484692570981,0.675354988990551,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Flavonifractor"
"Fournierella_massiliensis",0,0,0,0,0,0,0,0.704309638232298,0.954409610036142,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Fournierella"
"Frisingicoccus_SGB4674",0,0,0.01367522193241,0,0,0,0,0.0947873058359999,0.584397656614292,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Frisingicoccus"
"Fumia_xinanensis",0,0,0,0,0,0,0,0.0169455572853479,0.491380715359753,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Fumia"
"Fusicatenibacter_saccharivorans",0.212800795413193,0,0,0.0648891824344143,0.0777991318389503,0.120603847661178,-0.632318681227232,0.140551637586848,0.637696412218869,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Fusicatenibacter"
"Fusicatenibacter_sp_CLA_AA_H277",0.0283357652195108,0,0,0,0,0.011099776353773,-9.12232748163009,0.12120609211676,0.606080673343719,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Fusicatenibacter"
"Gemmiger_formicilis",0.120581700777626,0,0,0,0.0169034666188464,0.0617157643561412,-1.86708431405039,0.711927493665171,0.954409610036142,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales_unclassified","Gemmiger"
"Gemmiger_SGB15295",0,0,0,0,0,0,0,0.958498333909155,0.998327945067383,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales_unclassified","Gemmiger"
"GGB13489_SGB15224",0,0,0,0,0,0,0,0.354159448446318,0.803646757280045,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB13489"
"GGB1661_SGB2275",0,0,0,0,0,0,0,0.669726677921882,0.935608766239681,"Bacteria","Bacteroidota","CFGB667","OFGB667","FGB667","GGB1661"
"GGB2653_SGB3574",0.0137772341226672,0,0.0216211223711308,0.0330696006190678,0,0.0120294244358997,-9.23816441866347,0.0030554507305816,0.312631868221538,"Bacteria","Firmicutes","CFGB1011","OFGB1011","FGB1011","GGB2653"
"GGB2848_SGB3813",0,0,0,0,0,0,0,0.765136692154329,0.962780697033068,"Bacteria","Firmicutes","CFGB1126","OFGB1126","FGB1126","GGB2848"
"GGB2980_SGB3962",0,0,0.0158751762589875,0.0294915587925383,0.00617255708918642,0,8.27780198750573,0.616309939470161,0.924464909205242,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales_Family_XIII_Incertae_Sedis","GGB2980"
"GGB2982_SGB3964",0,0,0,0.0106020847131572,0,0.00833676215282019,-8.71021365721339,0.789653682886331,0.973074249297019,"Bacteria","Firmicutes","CFGB1217","OFGB1217","FGB1217","GGB2982"
"GGB2987_SGB3969",0,0,0,0.0108905774451584,0,0,0,0.515345129951144,0.894135506348695,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales_Family_XIII_Incertae_Sedis","GGB2987"
"GGB2998_SGB3988",0,0,0,0,0,0,0,0.632505332041781,0.928933204073303,"Bacteria","Firmicutes","CFGB1226","OFGB1226","FGB1226","GGB2998"
"GGB3000_SGB3991",0,0,0,0,0,0,0,0.757333833963941,0.962780697033068,"Bacteria","Firmicutes","CFGB1227","OFGB1227","FGB1227","GGB3000"
"GGB3001_SGB3992",0.0237845995523187,0,0,0,0,0,0,0.248282820146195,0.714357587789053,"Bacteria","Firmicutes","CFGB1227","OFGB1227","FGB1227","GGB3001"
"GGB3005_SGB3996",0.0065269168276352,0.135583820850701,0.0338369195190412,0.0304858621654315,0.00560359849548301,0.013509668377444,-1.2665680805307,0.307871198422983,0.772853481174995,"Bacteria","Firmicutes","CFGB1227","OFGB1227","FGB1227","GGB3005"
"GGB3033_SGB4029",0,0,0,0.0624127784566615,0,0,0,0.307884720142884,0.772853481174995,"Bacteria","Firmicutes","CFGB1249","OFGB1249","FGB1249","GGB3033"
"GGB3034_SGB4030",0,0,0,0.0507208545408224,0,0,0,0.0549743403934546,0.52504790428527,"Bacteria","Firmicutes","CFGB1249","OFGB1249","FGB1249","GGB3034"
"GGB3061_SGB4063",0,0,0,0,0,0,0,0.609773032142908,0.924464909205242,"Bacteria","Firmicutes","CFGB1262","OFGB1262","FGB1262","GGB3061"
"GGB3109_SGB4121",0,0.0410432213980002,0.0351711561929391,0.0217962193941263,0.00578794961015757,0.0226448160885525,-1.96436236575674,0.341703956937746,0.796370347750334,"Bacteria","Firmicutes","CFGB1292","OFGB1292","FGB1292","GGB3109"
"GGB31234_SGB14869",0,0,0,0,0,0,0,0.09599130016762,0.584397656614292,"Bacteria","Firmicutes","CFGB3009","OFGB3009","FGB3009","GGB31234"
"GGB3167_SGB4181",0,0,0,0,0,0,0,0.393061348930931,0.834138454193711,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB3167"
"GGB3256_SGB4303",0,0,0,0,0,0,0,0.560127477527423,0.915557205792333,"Bacteria","Firmicutes","CFGB14936","OFGB14936","FGB14936","GGB3256"
"GGB3277_SGB4327",0,0,0,0,0,0,0,0.546070318321968,0.910734225811553,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae","GGB3277"
"GGB3278_SGB4328",0,0,0,0,0,0,0,0.449943630083452,0.87401473381793,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae","GGB3278"
"GGB32900_SGB53446",0,0.0141213772256209,0.0600302203106756,0.0226690972369253,0,0.0283763384597203,-10.4749083638914,0.196601396401387,0.683379104739591,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB32900"
"GGB3304_SGB4367",0,0,0,0,0,0,0,0.0524429285033705,0.52504790428527,"Bacteria","Firmicutes","CFGB1354","OFGB1354","FGB1354","GGB3304"
"GGB3321_SGB4394",0,0,0,0,0,0,0,0.498405865975815,0.888371813346811,"Bacteria","Firmicutes","CFGB1359","OFGB1359","FGB1359","GGB3321"
"GGB33469_SGB15236",0.00816710126353366,0.0245626025317903,0,0,0,0,0,0.108735282651239,0.601098416454041,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB33469"
"GGB33512_SGB15201",0.00453873991270251,0,0.0218214498031542,0.0215678482322738,0,0,0,0.643731397685641,0.934265037349072,"Bacteria","Firmicutes","CFGB3054","OFGB3054","FGB3054","GGB33512"
"GGB33512_SGB15202",0,0,0,0,0,0,0,0.290221283231201,0.768759381372773,"Bacteria","Firmicutes","CFGB3054","OFGB3054","FGB3054","GGB33512"
"GGB33512_SGB15203",0,0,0,0,0,0,0,0.206370935609237,0.683379104739591,"Bacteria","Firmicutes","CFGB3054","OFGB3054","FGB3054","GGB33512"
"GGB3352_SGB62935",0,0,0,0,0,0,0,0.96816402191165,0.998327945067383,"Bacteria","Firmicutes","CFGB1374","OFGB1374","FGB1374","GGB3352"
"GGB33586_SGB53517",0,0.0125143200584803,0.00866613495737243,0,0,0,0,0.779757629374896,0.970586172387876,"Bacteria","Firmicutes","CFGB3038","OFGB3038","FGB3038","GGB33586"
"GGB3433_SGB4573",0.0320273570094396,0,0,0.0621947317665031,0,0.0136788747282399,-9.42325825691871,0.117221706080669,0.606080673343719,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","GGB3433"
"GGB3433_SGB4574",0,0,0.154620901767967,0.071478632158549,0,0,0,0.991068076313954,0.998327945067383,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","GGB3433"
"GGB3444_SGB4594",0,0,0.0213885447559827,0.0118155187180137,0,0,0,0.00571887563819887,0.312631868221538,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","GGB3444"
"GGB3446_SGB4597",0,0,0.0185967721861088,0,0,0,0,0.931069300614678,0.987553875399655,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","GGB3446"
"GGB3475_SGB4638",0,0,0,0,0,0,0,0.00473139847912169,0.312631868221538,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","GGB3475"
"GGB34797_SGB14322",0,0,0,0,0,0,0,0.0665384530046077,0.543849487444418,"Bacteria","Actinobacteria","CFGB12107","OFGB12107","FGB12107","GGB34797"
"GGB3480_SGB4648",0.07999088209768,0,0,0,0,0,0,0.0961888725866231,0.584397656614292,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","GGB3480"
"GGB34900_SGB14891",0,0,0.0264397999418787,0.014533232573383,0,0,0,0.847634125811104,0.979275237437679,"Bacteria","Firmicutes","CFGB77202","OFGB77202","FGB77202","GGB34900"
"GGB3496_SGB4671",0,0.0546046047111073,0,0,0,0,0,0.454980382482787,0.874415422584106,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","GGB3496"
"GGB3497_SGB4672",0,0,0,0,0,0,0,0.426747959100775,0.864032904846014,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","GGB3497"
"GGB3504_SGB4680",0,0,0,0.0702967571158802,0,0,0,0.892707757105172,0.982577665538579,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","GGB3504"
"GGB3510_SGB4687",0,0.0117092396572401,0,0.00796249543537532,0,0,0,0.380872292166736,0.834138454193711,"Bacteria","Firmicutes","CFGB79245","OFGB79245","FGB79245","GGB3510"
"GGB3511_SGB4688",0,0.00952904856255497,0.0567879013558454,0.0211321183332272,0,0,0,0.120832491692871,0.606080673343719,"Bacteria","Firmicutes","CFGB28775","OFGB28775","FGB28775","GGB3511"
"GGB3534_SGB4722",0,0,0.00701432938644158,0.0297751889619988,0,0,0,0.48416017919215,0.886721787117423,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","GGB3534"
"GGB3537_SGB4727",0,0,0.00906654668656426,0,0,0,0,0.118129789758746,0.606080673343719,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","GGB3537"
"GGB3548_SGB4744",0,0,0,0.00853239470498029,0,0,0,0.334297339312982,0.796370347750334,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","GGB3548"
"GGB3550_SGB4746",0,0,0.0594926420728042,0.00538519056650862,0,0,0,0.666781738437715,0.935608766239681,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","GGB3550"
"GGB3550_SGB4747",0.0567473179866788,0,0,0,0,0,0,0.926319322371145,0.987553875399655,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","GGB3550"
"GGB3569_SGB4776",0,0,0,0,0,0,0,0.425916778304901,0.864032904846014,"Bacteria","Firmicutes","CFGB9718","OFGB9718","FGB9718","GGB3569"
"GGB3576_SGB4784",0,0,0,0,0,0,0,0.257259461567161,0.731628064110077,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","GGB3576"
"GGB3588_SGB4808",0,0,0,0,0,0,0,0.101563080404282,0.584397656614292,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","GGB3588"
"GGB3600_SGB4861",0,0,0,0,0,0,0,0.481602000400919,0.886721787117423,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","GGB3600"
"GGB3602_SGB4865",0,0,0,0,0,0,0,0.185297686698414,0.683379104739591,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","GGB3602"
"GGB3619_SGB4894",0,0,0,0,0,0,0,0.0387386678800995,0.52504790428527,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","GGB3619"
"GGB36267_SGB14177",0,0,0,0,0,0,0,0.0780178822702473,0.556301421405242,"Bacteria","Firmicutes","CFGB2915","OFGB2915","FGB2915","GGB36267"
"GGB36331_SGB15121",0,0,0,0,0,0,0,0.490681898710839,0.887556963844606,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB36331"
"GGB3653_SGB4964",0.00472230725764655,0.0152878466190217,0.0621971590716797,0.023366628124846,0.032110032790554,0.0598655285170543,-0.898285947173134,0.319890512697342,0.783015583318867,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","GGB3653"
"GGB3730_SGB5060",0,0,0,0,0,0,0,0.0135782981266882,0.491380715359753,"Bacteria","Firmicutes","CFGB1473","OFGB1473","FGB1473","GGB3730"
"GGB3818_SGB5183",0,0.00859661766369867,0,0,0,0,0,0.479045898314632,0.886721787117423,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","GGB3818"
"GGB3819_SGB5184",0.0146872633520503,0,0.0218603799738582,0.0285783526329086,0,0,0,0.228560290114526,0.689408438738912,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","GGB3819"
"GGB38744_SGB14842",0.00897787492062499,0.0263450317391775,0.0590156099281438,0.0320164034867839,0.0184482610581376,0.00923051568385842,0.9974460205483,0.296954763400725,0.769443776456889,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB38744"
"GGB41473_SGB58537",0,0,0.0463793306905188,0,0,0,0,0.828082075233463,0.978028566757091,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","GGB41473"
"GGB42389_SGB59559",0,0.027426059276662,0.0338206487615568,0,0,0,0,0.509467603152213,0.894135506348695,"Bacteria","Firmicutes","CFGB40183","OFGB40183","FGB40183","GGB42389"
"GGB43675_SGB61016",0,0,0,0,0,0,0,0.519388761734323,0.894712525790321,"Bacteria","Firmicutes","CFGB79326","OFGB79326","FGB79326","GGB43675"
"GGB4456_SGB6141",0,0,0,0,0,0,0,0.123500748671299,0.607623683462791,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Peptostreptococcaceae","GGB4456"
"GGB45432_SGB63101",0.00822809751712406,0,0.0171472702005338,0.0359618864828147,0.017897881750909,0.0222166852476036,-0.311542394678273,0.200208021549534,0.683379104739591,"Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","GGB45432"
"GGB45491_SGB63163",0.00664083488549824,0,0.0249264677950522,0,0,0,0,0.7245354954001,0.958213041405174,"Bacteria","Firmicutes","CFGB3072","OFGB3072","FGB3072","GGB45491"
"GGB45495_SGB63167",0,0,0,0,0,0,0,0.0228718635060753,0.491380715359753,"Bacteria","Firmicutes","CFGB3072","OFGB3072","FGB3072","GGB45495"
"GGB45497_SGB63169",0,0,0.0201607327964832,0.00798131231308589,0,0,0,0.921995696549287,0.987553875399655,"Bacteria","Firmicutes","CFGB77241","OFGB77241","FGB77241","GGB45497"
"GGB45503_SGB63175",0,0,0,0,0,0,0,0.298706831917207,0.769443776456889,"Bacteria","Firmicutes","CFGB45503","OFGB45503","FGB45503","GGB45503"
"GGB45613_SGB63326",0,0,0,0,0,0,0,0.189324416135689,0.683379104739591,"Bacteria","Firmicutes","CFGB45628","OFGB45628","FGB45628","GGB45613"
"GGB4566_SGB6305",0,0,0,0.0347186422349166,0,0,0,0.291569626431635,0.768759381372773,"Bacteria","Firmicutes","CFGB1765","OFGB1765","FGB1765","GGB4566"
"GGB4571_SGB6321",0,0,0.146839471128631,0,0,0,0,0.735367250880242,0.958213041405174,"Bacteria","Firmicutes","CFGB1765","OFGB1765","FGB1765","GGB4571"
"GGB4599_SGB6362",0,0,0,0,0,0,0,0.289601146045655,0.768759381372773,"Bacteria","Firmicutes","CFGB1765","OFGB1765","FGB1765","GGB4599"
