"species","lbd_control_BIOME182795","lbd_BIOME186184","lbd_control_BIOME186381","lbd_BIOME186385","median_g1","median_g2","log2fc","p_value","q_value","kingdom","phylum","class","order","family","genus"
"Rothia_mucilaginosa",0,0,0,0,0,0,0,0.0622437382030303,0.52504790428527,"Bacteria","Actinobacteria","Actinomycetia","Micrococcales","Micrococcaceae","Rothia"
"Ruminococcus_bicirculans",0,0,0,0,0,0,0,0.04946593281649,0.52504790428527,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Ruminococcus"
"Ruminococcus_bromii",0,0.120029404192538,0.180130586613909,0,0.100283908503581,0.104927846324095,-0.0652947669919123,0.876172687176024,0.979275237437679,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Ruminococcus"
"Ruminococcus_callidus",0,0,0,0,0,0,0,0.603188318122394,0.924464909205242,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Ruminococcus"
"Ruminococcus_gauvreauii",0,0,0,0,0,0,0,0.800753861682126,0.973609362131882,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Ruminococcus"
"Ruminococcus_gnavus",0.0293333860278088,0.0315837275389471,0.0976821992145125,0.0955065406089478,0.0216211137213374,0.0241207965588943,-0.157698860824196,0.582255548011176,0.918684841689998,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Mediterraneibacter"
"Ruminococcus_lactaris",0,0,0,0,0,0,0,0.859721209168035,0.979275237437679,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Mediterraneibacter"
"Ruminococcus_SGB4421",0,0,0,0,0,0,0,0.0290337167621217,0.52504790428527,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Ruminococcus"
"Ruminococcus_torques",0.142595092011019,0.0441425610581675,0.311548952498966,0.111939036670959,0.0673256765494983,0.0885231366245875,-0.394795393846646,0.742470009165933,0.958213041405174,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Mediterraneibacter"
"Ruthenibacterium_lactatiformans",0.0387756980651675,0.0965522372373608,0.0744899752793886,0.0943583161088967,0.0469043089707294,0.0405302309235623,0.210625598117955,0.136888998173677,0.637696412218869,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Ruthenibacterium"
"Schaalia_odontolytica",0,0,0,0.0121452557775633,0,0,0,0.891227615367329,0.982577665538579,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Schaalia"
"Schaalia_SGB17153",0,0,0,0,0,0,0,0.105460203166248,0.596395631698782,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Schaalia"
"Schaalia_SGB17154",0,0,0,0.00782312229231417,0,0,0,0.71948983794887,0.957826169948397,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Schaalia"
"Schaalia_SGB17157",0,0,0,0,0,0,0,0.532163619121142,0.903021341663971,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Schaalia"
"Schaalia_SGB17158",0,0,0,0,0,0,0,0.968531943335075,0.998327945067383,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Schaalia"
"Schaalia_SGB17168",0,0,0,0,0,0,0,0.647028909977987,0.934628632319285,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Schaalia"
"Segatella_copri",0,0,0,0.0350828270557547,0,0,0,0.988972522541949,0.998327945067383,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Segatella"
"Sellimonas_intestinalis",0,0.00777182270596781,0.0581292082522542,0.0167040690538688,0,0,0,0.535869403549426,0.903021341663971,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Sellimonas"
"Senegalimassilia_anaerobia",0,0,0,0,0,0,0,0.759875829711518,0.962780697033068,"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Senegalimassilia"
"Simiaoa_sunii",0.0579401238312387,0,0,0,0,0,0,0.903039383101298,0.984972407392763,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Simiaoa"
"Slackia_isoflavoniconvertens",0,0,0,0,0,0,0,0.516126999599653,0.894135506348695,"Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Slackia"
"Streptococcus_anginosus",0,0,0,0,0,0,0,0.534476562471482,0.903021341663971,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_australis",0,0,0,0,0,0,0,0.512024519326429,0.894135506348695,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_gordonii",0,0,0,0,0,0,0,0.520097118650471,0.894712525790321,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_mitis",0,0,0,0,0,0,0,0.904380664077867,0.984972407392763,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_mutans",0,0,0,0.0216211191274571,0,0,0,0.118623748253684,0.606080673343719,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_oralis",0,0,0,0,0,0,0,0.923154402710673,0.987553875399655,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_parasanguinis",0.0107519560441855,0.00789945000893848,0.012814406769104,0.029455913218718,0.0194973868094126,0.013077067583491,0.575517789195435,0.49040964712561,0.887556963844606,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_salivarius",0.0117177816930056,0.0164415452926798,0.0164962037294038,0.00798131231308589,0.0427271570593871,0.0417014105479375,0.0350405803144093,0.512514754880325,0.894135506348695,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_sanguinis",0,0,0,0,0,0,0,0.0922969444101699,0.584397656614292,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_thermophilus",0.0240813748091596,0.0393497055224206,0.0656894512031979,0.0232206126147469,0.0232206126147469,0.021162866119098,0.133750579453009,0.924488864536316,0.987553875399655,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_vestibularis",0,0,0,0,0,0,0,0.799609095984788,0.973609362131882,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Sutterella_wadsworthensis",0,0,0,0,0,0,0,0.162675810805783,0.67936141424601,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Sutterellaceae","Sutterella"
"Turicibacter_bilis",0,0,0,0,0,0,0,0.741565989825747,0.958213041405174,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Turicibacteraceae","Turicibacter"
"Turicibacter_sanguinis",0,0,0,0,0,0,0,0.222070122766245,0.689408438738912,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Turicibacteraceae","Turicibacter"
"Tyzzerella_SGB4587",0,0,0,0,0,0,0,0.826091752960309,0.978028566757091,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Tyzzerella"
"Vescimonas_coprocola",0,0,0,0.086856497037716,0.0142728326285215,0,9.4844929396853,0.927177647488261,0.987553875399655,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Vescimonas"
"Vescimonas_SGB15087",0,0,0,0,0,0,0,0.575111655831446,0.918684841689998,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Vescimonas"
"Wansuia_hejianensis",0.0131495293204891,0.0186558421174211,0.0286692400796417,0.0272136496786908,0.0168531015374996,0.0143183088687008,0.23485102837168,0.594446009195611,0.923904603944774,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Wansuia"
"Wujia_chipingensis",0,0,0,0,0,0,0,0.466548480609647,0.886261978609831,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Wujia"
"Yeguia_hominis",0.00726642806527973,0,0,0,0,0,0,0.0479318395343955,0.52504790428527,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Yeguiaceae","Yeguia"
"Youxingia_wuxianensis",0,0,0,0.00986423571273905,0,0,0,0.598503140804111,0.923904603944774,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Youxingia"
"Zhenpiania_hominis",0,0,0.0107658952745197,0.0479443480572533,0.00852066390758072,0.00938629597247224,-0.139279242367933,0.843384741543722,0.979275237437679,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales_Family_XIII_Incertae_Sedis","Zhenpiania"
