"Row.names","lbd_BIOME168077","lbd_control_BIOME168081","lbd_BIOME168093","lbd_control_BIOME168302","lbd_control_BIOME168314","lbd_BIOME168318","lbd_BIOME168326","lbd_control_BIOME168631","lbd_BIOME168635","lbd_control_BIOME168639","lbd_control_BIOME168643","lbd_BIOME168647","lbd_BIOME168651","lbd_control_BIOME168655","lbd_BIOME168667","lbd_control_BIOME168671","lbd_control_BIOME169177","lbd_BIOME169181","lbd_control_BIOME169201","lbd_BIOME169205","lbd_control_BIOME169624","lbd_BIOME169628","lbd_BIOME169715","lbd_control_BIOME169719","lbd_BIOME169727","lbd_control_BIOME169731","lbd_BIOME169735","lbd_control_BIOME169739","lbd_BIOME169763","lbd_control_BIOME169767","lbd_BIOME169832","lbd_control_BIOME169848","lbd_BIOME171068","lbd_control_BIOME171072","lbd_BIOME172196","lbd_control_BIOME172200","lbd_BIOME182044","lbd_control_BIOME182048","lbd_BIOME182052","lbd_control_BIOME182060","lbd_BIOME182064","lbd_control_BIOME182068","lbd_control_BIOME182751","lbd_BIOME182763","lbd_control_BIOME182767","lbd_BIOME182791","lbd_control_BIOME182795","lbd_BIOME186184","lbd_control_BIOME186381","lbd_BIOME186385","median_g1","median_g2","log2fc","p_value","q_value","kingdom","phylum","class","order","family","genus","category"
"GGB9522_SGB14921",0.0170771242583433,0.0121452569921487,0,0,0.0363108711097641,0,0.0292462605756786,0,0.021835194508152,0.0100798542331313,0,0,0,0,0.0335070056858929,0.0119794350705162,0.025958649420707,0.0233473514352846,0,0.0207740774568332,0,0,0,0,0.0274515751534128,0.02291924432923,0.0431712716439945,0,0,0,0,0,0.0141814527649881,0,0.0325126533269707,0,0.0262765740544678,0,0.0363962144883112,0,0,0,0,0,0,0.0321816262024209,0,0,0,0,0.0141814527649881,0,9.47523956382509,0.00250757107710487,0.312631868221538,"Bacteria","Firmicutes","CFGB79291","OFGB79291","FGB79291","GGB9522","LBD>Control"
"Oscillospiraceae_bacterium_CLA_AA_H250",0.0747743901821972,0.166292404867045,0.244575984212473,0,0.0372564370471252,0.196863650457758,0.243233776082138,0,0.0837711138490645,0.181652304572126,0.205685813835864,0.160988578883533,0,0,0.181638723388192,0.0561347346820572,0.0624168037134805,0.118940233379528,0,0.232464783752316,0.176486711512959,0.248206449110933,0,0,0.204154407748916,0,0.18970494556382,0.135888466804414,0.1062516705872,0,0,0,0.26452739719626,0,0.074707272522966,0,0.125616522281157,0,0.246035780789147,0,0,0.0581507420634893,0.0457423236311055,0.114521325992666,0.224659459268665,0.051566025245666,0.0895091117912614,0,0,0.0476688619354657,0.118940233379528,0,12.5416127593439,0.00530281878296873,0.312631868221538,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Oscillospiraceae_unclassified","LBD>Control"
"Hungatella_hathewayi",0,0,0.0103442628421796,0,0.0164476257740326,0,0,0,0.00493965545517868,0,0,0.0094022645386415,0,0,0.0606035647865498,0,0.0101244023416791,0,0,0.029167475922196,0.0124462060540132,0,0.0220585327230608,0,0.0187280768950532,0,0,0,0.0890050287585548,0.00646533537612285,0.0514220778807198,0.0226889438967267,0,0,0.0096334256272922,0,0.0270791179419385,0,0,0.0126019163365589,0.0134948522159907,0.0191035149421899,0.008197654887575,0,0,0,0,0.0255996733729499,0.00928991388219505,0.0148767034102679,0.0094022645386415,0,8.88334434470777,0.0150471588458747,0.491380715359753,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Hungatella","LBD>Control"
"Dorea_sp_AF36_15AT",0.0321676271575286,0.0473981233559408,0.0363659504891285,0.016075512584503,0.0298674610332958,0,0.0242655208053518,0.0251203672179533,0.0333918290283218,0,0.0161065943224484,0.0352862056954192,0,0,0.0346955650055145,0.0335338851457837,0,0.0363742063030574,0,0.0374640792788715,0,0.0680414417497082,0,0.0437563675088667,0.0326554524410549,0.0490349417114329,0.0297163327311053,0.0239167072322613,0,0,0.0449517614641448,0.0211604984197143,0.0536550396830279,0,0.0358084936313414,0.037462726526948,0.043811256736834,0,0.0498282392759833,0,0.0826689403034956,0.0151035517966177,0,0.0183040263742958,0.025138287156708,0.0381602689455926,0.0497155698243399,0,0,0,0.0346955650055145,0.016075512584503,1.10892640735469,0.0198794422236876,0.491380715359753,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Dorea","LBD>Control"
