"Row.names","irbd_BIOME169225","irbd_control_BIOME169229","irbd_BIOME171096","irbd_control_BIOME172176","irbd_BIOME172204","irbd_control_BIOME172208","irbd_BIOME172212","irbd_control_BIOME172216","irbd_BIOME181988","irbd_control_BIOME181992","irbd_BIOME182072","irbd_control_BIOME182743","irbd_BIOME182783","irbd_control_BIOME182787","irbd_BIOME186317","irbd_control_BIOME186321","irbd_BIOME186337","irbd_control_BIOME186341","irbd_BIOME186357","irbd_control_BIOME186361","median_g1","median_g2","log2fc","p_value","q_value","kingdom","phylum","class","order","family","genus","category","cohens_d","ci_low","ci_high","p_effect_size"
"Collinsella_aerofaciens",0.0800993650412796,0,0.149681401091615,0.0769543990861613,0,0,0.229441068926935,0.103120000310199,0.144144396273794,0,0.046252846159366,0.0282402532945594,0.168056767859291,0.0307245327325659,0.0609622934892681,0,0.0667496312325411,0.0686600797733599,0.217854133308831,0,0.112121880657537,0.0141201266472797,2.98746244696017,0.000164325237224924,0.0967875647254802,"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella","iRBD>Control",1.20180853312823,0.357242358672559,2.01002237407559,4.54799890270215
"Anaeromassilibacillus_senegalensis",0.0484844402598464,0.0306201494603514,0.0150770429412195,0,0.00869493734528056,0,0.00981850743096858,0,0.0356474163781121,0.0127086058452054,0,0,0.00869493343246122,0,0.0236960973993406,0.0291811885549788,0.0329756589748356,0.0174364854019429,0.0177829559652383,0,0.0164299994532289,0,9.68728923716116,0.00425127501611909,0.357714426356306,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Anaeromassilibacillus","iRBD>Control",1.27841370305539,0.410394843690494,2.10996431154087,3.03173355061072
"Luoshenia_tenuis",0,0,0,0,0.00719033460060254,0,0.00898343825341968,0,0.012202762223438,0,0,0,0.00634826915185848,0,0.00566571621825625,0,0.010193311464031,0,0,0,0.00600699268505737,0,8.23870473435765,0.00185271265327116,0.272811938194178,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Christensenellaceae","Luoshenia","iRBD>Control",1.06840089487678,0.262900017271018,1.83817512051307,2.91907630557463
"Blautia_luti",0.0602444019786444,0,0.130004236220539,0,0.0767179262768241,0,0,0,0.0853644192229114,0,0.0958362520949013,0,0,0,0.0785549629709733,0,0,0,0,0.0152682067524523,0.0684811641277343,0,11.7453333642374,0.0030762195475808,0.309507866839084,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Blautia","iRBD>Control",1.008809574222,0.219959215890115,1.76241682304652,2.53411217027668
"Mediterraneibacter_butyricigenes",0.0256679673444545,0,0.0216095507427473,0,0.0239626819655594,0,0.0326401314843869,0.0233858819309511,0,0,0,0,0.0244155308127134,0,0.00488878185397166,0.0217341763530074,0,0.0164050093001759,0.0335204631918992,0,0.0227861163541534,0,10.1586236506893,0.000352690827418612,0.103867448674781,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Mediterraneibacter","iRBD>Control",0.5807580751613,-0.106446517937155,1.24117018101914,2.00512871906489
"Anaerovorax_odorimutans",0,0,0,0,0.00491937037597424,0,0.0058651846535716,0,0.0061563367844123,0,0.00612376354945714,0,0.00637185445256652,0,0,0,0.00801257598572666,0.0116707445896966,0,0,0.00539227751477292,0,8.08350094795862,0.0031528814958141,0.309507866839084,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales_Family_XIII_Incertae_Sedis","Anaerovorax","iRBD>Control",0.701505215587988,-0.0107769382451586,1.38360719855679,1.75466963087353
"GGB3510_SGB4687",0.0211084363074789,0,0,0,0.00817321932824073,0,0.00676762104806954,0,0.0101095742751025,0,0,0,0.0151002389414909,0.00803127513832202,0,0,0.00833676256966794,0,0,0,0.00747042018815514,0,8.55231528768753,0.0154584000899784,0.600750593146475,"Bacteria","Firmicutes","CFGB79245","OFGB79245","FGB79245","GGB3510","iRBD>Control",0.922519040149465,0.156818186987686,1.65393616786044,1.67053018729549
"Clostridiaceae_unclassified_SGB15090",0.0624328521718508,0,0.0235945607825133,0,0.0641392218210523,0,0,0,0,0,0,0,0.0930940538256951,0,0.0476299778728336,0,0,0,0,0,0.0117972803912566,0,9.2100981265922,0.0115181187199047,0.600750593146475,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridiaceae_unclassified","iRBD>Control",0.83048429165686,0.0881160973327866,1.53996979964024,1.60999216975094
"GGB9781_SGB66170",0.0362805342302924,0,0,0,0.0162549492829432,0,0.0200811892428018,0.0362584541489099,0.0516417481865384,0,0.0127400482685662,0,0.0415787824582788,0.0211652272051467,0.0398426863023246,0.0172866941637057,0.0684273587650357,0.0161685794936122,0,0,0.0281808617365471,0,10.4649426803707,0.0222106197770997,0.600750593146475,"Bacteria","Firmicutes","CFGB3072","OFGB3072","FGB3072","GGB9781","iRBD>Control",0.877617769599169,0.123483142033975,1.59810072030358,1.45108773037584
"Enterocloster_clostridioformis",0,0.0215307200679305,0,0,0,0.0289764525321297,0,0,0,0.0144573344759927,0,0.00828864080638869,0,0,0,0,0,0,0,0,0,0,0,0.00995526334769295,0.600750593146475,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Enterocloster","All",-0.680034052558814,-1.35798790085302,0.0275600038799995,1.36139229941642
"Blautia_massiliensis",0.0493129804771744,0,0.256538965599606,0.145159848686908,0.211031284150553,0.191417943091167,0.254784313722356,0.153502382874816,0.0297802322444504,0,0.058415586142236,0.12293157111735,0.112037164487788,0.0982692419780062,0.0749279519568405,0.0703310095830065,0.111172994500475,0.051875958299281,0.17699631833126,0.0896297388867457,0.111605079494131,0.093949490432376,0.248396987256994,0.021254184815171,0.600750593146475,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Blautia","iRBD>Control",0.782675150037577,0.0518312320930632,1.48153282038312,1.30906766396465
"Anaerofustis_stercorihominis",0,0,0,0,0.00620487787904647,0,0,0,0.0312508877281241,0,0,0.00873509776773665,0.0209610143725205,0,0,0,0.0279840025042092,0,0.019236576212917,0,0.00310243893952323,0,7.28992923075247,0.0134420624463942,0.600750593146475,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae","Anaerofustis","iRBD>Control",0.695930965740914,-0.015124890563989,1.37694427722642,1.30245852762678
"Bittarella_massiliensis",0,0,0.0160786279624444,0,0.0112874027829843,0,0.00920882124059695,0,0,0,0,0,0,0,0,0,0.0045277080388277,0,0,0,0,0,0,0.0149936790097965,0.600750593146475,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Bittarella","All",0.686859498991217,-0.0222144707725325,1.3661187002607,1.25289477362986
"Massiliimalia_timonensis",0,0,0,0,0.00618065544288295,0,0,0,0.0083307630174601,0.011031994966543,0.0118493296576648,0,0.00966968807541209,0,0,0,0.00782312268347825,0,0.00610741239422468,0,0.00614403391855382,0,8.27114147321981,0.0276773794878989,0.600750593146475,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Massiliimalia","iRBD>Control",0.776233924632613,0.0469099558935833,1.47370171517274,1.20927544982708
"GGB3002_SGB3993",0,0,0.00615633647659156,0,0.00998515665486496,0,0,0,0.0176105675752405,0,0,0,0,0,0,0,0.0131761165213249,0,0,0,0,0,0,0.0237616542328898,0.600750593146475,"Bacteria","Firmicutes","CFGB1227","OFGB1227","FGB1227","GGB3002","All",0.702938716769599,-0.00965981377396054,1.38532198405657,1.14165916808376
"Anaerobutyricum_soehngenii",0.02349896857888,0,0.0198204803521616,0.037123209605585,0.0287406984237388,0,0.102803590094695,0.042565164273592,0.0180425983560944,0,0.0842220765508829,0.0923232843510351,0.0942329474001299,0.00608279973714799,0.13287080017031,0.0704286607531987,0.0426990369859122,0.0218031111374906,0.0599943201440374,0.0632346995871024,0.0513466785649748,0.0294631603715378,0.800942599140932,0.0417629901243161,0.600750593146475,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Anaerobutyricum","iRBD>Control",0.806449703555446,0.0699279460082208,1.51052443977095,1.11226221702089
"Alistipes_indistinctus",0.057459823625058,0,0.0227241915082869,0,0.0752574689898399,0,0,0,0.0218558024576661,0.00996008336037311,0,0,0.0132442503865849,0,0,0.00917618503191477,0.0429235511076975,0,0,0,0.0175500264221255,0,9.78231832692205,0.0369070032756581,0.600750593146475,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","iRBD>Control",0.761393414724938,0.0355411270933514,1.4556977487108,1.09099393635302
"GGB3061_SGB4063",0.0154634734413978,0,0,0,0,0,0.0160194233726772,0.010378045267247,0.00480626468083346,0,0,0,0.0148126951502803,0.00907205873173165,0.00989460384146415,0,0.0220970465697467,0,0,0,0.00735043426114881,0,8.52901811216337,0.0521910908132233,0.600750593146475,"Bacteria","Firmicutes","CFGB1262","OFGB1262","FGB1262","GGB3061","All",0.847004431430341,0.100556949730568,1.56028701777385,1.0862015542173
"GGB9365_SGB14341",0.0267089773901571,0,0,0.0121617129740138,0.097046551210387,0,0,0.0177660654181794,0.0604537042083388,0,0.0637825604562823,0,0,0,0.0131571262622271,0,0.0551332806396488,0.00513811743770122,0,0,0.0199330518261921,0,9.96581185466419,0.0356840486523006,0.600750593146475,"Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","GGB9365","iRBD>Control",0.737601509756873,0.017225734947419,1.42694834179399,1.06769727241791
"Clostridia_bacterium_UC5_1_1D1",0,0.0347834528245831,0.00693547195388446,0.00768122051300343,0,0.0141638050947908,0,0,0,0.0107053423609822,0,0.00778467841977566,0,0,0,0,0,0,0,0,0,0.00384061025650172,-7.59608897265637,0.0195683298975472,0.600750593146475,"Bacteria","Firmicutes","Clostridia","Clostridia_unclassified","Clostridia_unclassified","Clostridia_unclassified","iRBD<Control",-0.61083349467701,-1.276268331618,0.082318208760288,1.04357618638251
"Bacteroides_ovatus",0.0487327297292441,0.0879387190436345,0.0132518028741773,0.0190956604162849,0.00617256017550462,0,0,0.0162179824376988,0.015906645294249,0,0.00778467997674311,0.0218420652545772,0.0245544468487383,0.0936117884364621,0,0,0.00884319164659192,0.0575417679962702,0.0953690019129582,0.156681628404174,0.0110474972603846,0.020468862835431,-0.888513738186157,0.0550188110445763,0.600750593146475,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","All",-0.787835656786583,-1.48781413024225,-0.0557683362693572,0.992270185128347
"Bifidobacterium_bifidum",0.103517242430896,0,0.266648343291021,0,0,0,0.15654692994573,0,0,0,0,0,0,0,0.0781140189255632,0,0,0,0,0.0119250473798882,0,0,0,0.029154297586813,0.600750593146475,"Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","All",0.639280631214933,-0.0596824448148922,1.30970188541162,0.981485902196838
"Cuneatibacter_sp_NSJ_177",0.00619681239427752,0,0.0380117846710425,0.00834874873755871,0.0214748940160498,0,0.00600836340458953,0,0.00610741086735226,0.0221896532004376,0,0,0.00990975103009674,0,0.0225806688248686,0.0202893204689366,0.0120252638331787,0,0.0174450868094958,0.0100748917820457,0.0109675074316377,0,9.10506377661667,0.033757966890415,0.600750593146475,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Cuneatibacter","iRBD>Control",0.642741461306055,-0.0569406539997538,1.3137848328041,0.945873578426301
"Clostridiaceae_bacterium",0.0412451705569768,0.116462527604001,0.0372389701557587,0.0718035756753778,0.0371730672169855,0.167803441728403,0.0154699407453956,0.0641790503267524,0.0755802179378624,0.112784939702464,0.0643826485343161,0,0.0449862626492687,0.110170897766016,0.104448135531446,0.0893989357513743,0.0164597832854787,0.0275262034537735,0.0601378408382669,0.0772324477327733,0.0431157166031228,0.0833156917420738,-0.950052359095436,0.0393611074610374,0.600750593146475,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridiaceae_unclassified","iRBD<Control",-0.643856866922485,-1.31510142799505,0.0560575550422945,0.904575560531122
"Methanobrevibacter_smithii",0.279465909604186,0,0,0,0.0876731280612041,0,0.165510495582208,0.243665679783771,0.167104311143832,0,0.128294630206088,0,0.223678639517102,0.123771020433461,0.204517808613203,0.157916784757094,0.265356505888438,0.231885808499347,0,0.0448413597203011,0.16630740336302,0.0224206798601506,2.88984022567479,0.0495373620193545,0.600750593146475,"Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobrevibacter","iRBD>Control",0.683306380658179,-0.0249959904686343,1.36188448362792,0.891760693244358
"GGB3444_SGB4594",0,0,0,0,0.00451665217629425,0,0.0045166510471235,0,0.00831273712878681,0,0,0.005205789286633,0.00517689347162202,0,0,0,0.00828864122083021,0,0,0,0.00225832552356175,0,6.8352216525094,0.0406406156452967,0.600750593146475,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","GGB3444","iRBD>Control",0.594540402269966,-0.0953640319350734,1.25722204868064,0.827029315745364
"Faecalibacterium_prausnitzii",0.155076295588185,0.307263644540502,0.178941914616686,0.228557654615508,0.140105719622482,0.155904420502016,0.0397496142578965,0.0895584605284758,0.181500841423608,0.292300240750122,0.0742132432004749,0.128835684304345,0.217640670218095,0.171670826389519,0.195325964420216,0.298700810116609,0.0745862481260344,0.166951560635529,0.175431905609068,0.0817076766011121,0.165254100598626,0.169311193512524,-0.0349871113734501,0.0562461438739765,0.600750593146475,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Faecalibacterium","All",-0.657028563025125,-1.33067470850307,0.045649559663274,0.821224762134773
"Christensenella_minuta",0,0,0,0,0,0,0.0239564130246963,0,0,0,0.00618873981224112,0,0.0188372447962382,0,0,0,0.0111850443458256,0.00875796864211884,0,0,0,0,0,0.0386597652046559,0.600750593146475,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Christensenellaceae","Christensenella","All",0.579360286935833,-0.107572833185702,1.23954522717404,0.818485908263249
"GGB9699_SGB15216",0.0146872552734739,0,0.0236093955565485,0.0157486651636644,0.0424025710950564,0,0.0101046259100407,0.019213153641935,0.0322701337440652,0,0.0162611003647926,0,0,0,0.00985916526500291,0,0.0323429234853937,0.03232900870391,0.0113492558117221,0.0249525404303259,0.0154741778191332,0,9.60092764682133,0.0424285585914753,0.600750593146475,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB9699","iRBD>Control",0.577482455717491,-0.109086781155094,1.23736318318668,0.792503267759717
"Parabacteroides_goldsteinii",0,0,0,0,0.0604901826507464,0,0.0159097872635661,0,0,0,0,0,0,0,0.0550505212650753,0,0.0424745176099969,0,0,0,0,0,0,0.0742292248778559,0.600750593146475,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","All",0.689787849912764,-0.0199240422809804,1.36961092529711,0.779063693740368
"GGB6613_SGB9347",0,0.0351113551532218,0,0.00645759795145696,0,0,0,0.032563389272528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0343636607191457,0.600750593146475,"Bacteria","Proteobacteria","CFGB2404","OFGB2404","FGB2404","GGB6613","All",-0.526345278520132,-1.17833918704878,0.150631450791193,0.770517157195984
"Congzhengia_minquanensis",0,0,0,0,0,0,0,0.0397810758503157,0,0,0,0,0,0,0,0.0322266906364494,0,0,0,0,0,0,0,0.0245669438914001,0.600750593146475,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Congzhengia","All",-0.471111982720668,-1.11547087923633,0.196212976179442,0.758324868770577
"GGB9522_SGB14921",0.0309694429622383,0,0,0,0,0,0.0430690895321477,0.0343680739109486,0,0,0.0185213208609013,0,0.0238559776259057,0,0.0219471475263207,0.0283992408432803,0.0482929861162636,0.0475984460597172,0,0,0.020234234193611,0,9.98742601976986,0.0575607644786693,0.600750593146475,"Bacteria","Firmicutes","CFGB79291","OFGB79291","FGB79291","GGB9522","All",0.610147356176768,-0.0828664198283345,1.27546477698631,0.756505505513223
"Barnesiella_intestinihominis",0.0377515116156595,0,0.0576826546414348,0,0,0,0.0106256405815526,0.0478502460228279,0.0781255945250212,0,0.0150138937228032,0,0.0436154215651487,0.0429317122413433,0.0135798128531253,0,0,0,0,0,0.0142968532879642,0,9.48691551847734,0.0305836428035024,0.600750593146475,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Barnesiellaceae","Barnesiella","iRBD>Control",0.4991066074921,-0.173016150446604,1.14721865933509,0.755902341023835
"Enterocloster_bolteae",0,0.0164506709295574,0,0,0,0.0514571244553085,0,0,0,0.0372080434220921,0,0.0224585116423805,0,0,0,0,0,0,0.0239292630284613,0.00664835736470414,0,0.00332417868235207,-7.38890925647766,0.0389408028796243,0.600750593146475,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Enterocloster","iRBD<Control",-0.53055074392728,-1.18316396388548,0.147191436368141,0.747861728124559
"GGB4605_SGB6376",0,0.0405376483558487,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235584957902683,0,0,0,0,0,0,0,0.0231979945789766,0.600750593146475,"Bacteria","Firmicutes","CFGB1765","OFGB1765","FGB1765","GGB4605","All",-0.454813685733157,-1.0970994581788,0.209808934706549,0.743415508710283
"GGB3352_SGB62935",0,0,0,0,0,0,0,0,0,0,0.017624762579414,0,0.0181227975466016,0,0,0,0,0,0.0252455098933642,0.0116192120618678,0,0,0,0.0617505215136399,0.600750593146475,"Bacteria","Firmicutes","CFGB1374","OFGB1374","FGB1374","GGB3352","All",0.614529682234977,-0.0793669579649534,1.28059962288637,0.743187229490111
"Schaalia_SGB17157",0,0,0,0,0.00630083655198926,0,0.00901122576501552,0,0.00675282886626014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0618022678917077,0.600750593146475,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Schaalia","All",0.609843175462128,-0.0831094481269351,1.27510837094841,0.737297708370714
"Faecalibacillus_intestinalis",0.0425498766330877,0.0558205775459067,0.118832419308499,0,0.162154756355214,0,0.0360702651493301,0.042348212320213,0,0,0.0476562638923219,0,0.0490533195282657,0.0264170825862102,0,0,0.0783040331762511,0.0607588930810467,0,0,0.0451030702627048,0,11.1430695763339,0.0584670512134529,0.600750593146475,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Faecalibacillus","All",0.590170937671238,-0.09887285443967,1.25212711697989,0.727733178792093
"GGB3653_SGB4964",0.0969360266614296,0.0882741397528677,0.00610741056197791,0.0227901253142348,0.0706498489981428,0.0658084137250025,0.0442784457889021,0.0480246983303061,0.0311611030934761,0.0314185385538885,0.0266302053413606,0.0624729897238324,0.059879726337805,0.128384807987992,0.0970071155622856,0.0751787224533917,0.0298255552046763,0.0336218185354663,0.0486267884192943,0.152831588396638,0.0464526171040982,0.0641407017244174,-0.465309433609258,0.0399072814321382,0.600750593146475,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","GGB3653","iRBD<Control",-0.504717772404977,-1.15361105986214,0.168389928017025,0.706073845722741
"GGB43675_SGB61016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005983345522482,0,0.0271123605869588,0,0,0,0,0,0,0.0160303751846651,0.600750593146475,"Bacteria","Firmicutes","CFGB79326","OFGB79326","FGB79326","GGB43675","All",0.386080531307204,-0.267905623045486,1.02054874438302,0.693036295062639
"Rikenellaceae_bacterium",0,0,0,0,0,0,0,0.0238748417141289,0.104559477109704,0.175986696214151,0.0354588105549924,0,0.009066543513187,0.122806197060176,0,0.141965974040229,0.0481891790390893,0.102727683425181,0,0,0,0.0119374208570645,-9.22710638258735,0.0860007661969124,0.603029182023588,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae_unclassified","All",-0.648641875240809,-1.32075335497685,0.052272156709832,0.691126412914047
"Oliverpabstia_intestinalis",0.085850380269508,0.0815908269507266,0.115980628849568,0.13709172672464,0.0945596218590056,0,0.143962427664683,0.0509848071652636,0.169036123177554,0,0.0077653866716161,0,0.143834509979288,0.114853824995207,0.0328205212294653,0.091247924010297,0.103175187340373,0.0816203717817933,0,0.0289332620906021,0.0988674045996895,0.0662878170579951,0.57660815427807,0.0294995065052394,0.600750593146475,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Oliverpabstia","iRBD>Control",0.451612424909771,-0.212487418859623,1.09350080306242,0.691050670969033
"GGB9781_SGB15402",0.0551378186019959,0,0.00884884420223039,0,0.012899972753457,0,0.017827889374064,0.030757078666514,0.00825842341431101,0,0.0240792903962372,0,0.0212407066998585,0.0270791274219444,0.0395172437374749,0.0248077871043508,0.0471460112751556,0.0120044584640496,0,0,0.0195342980369613,0,9.93668810770241,0.106495793069517,0.611945762102077,"Bacteria","Firmicutes","CFGB3072","OFGB3072","FGB3072","GGB9781","All",0.6999050437638,-0.0120244162525953,1.38169367816444,0.680774922703051
"Christensenellaceae_bacterium",0.00454974050815215,0,0,0,0.0176955589888335,0,0,0,0,0,0,0,0.00544061368392016,0,0,0,0.0102373659316239,0,0,0,0,0,0,0.0900604089045216,0.611945762102077,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Christensenellaceae","Christensenellaceae_unclassified","All",0.63164599289343,-0.0657399082773539,1.30070689453488,0.660364463628298
"Bifidobacterium_pseudocatenulatum",0.029584711463786,0,0.0528118551784413,0.0310517256762955,0,0,0.146175066289034,0,0,0,0,0,0,0,0,0,0,0,0.120955018395997,0,0,0,0,0.0762567145735116,0.600750593146475,"Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","All",0.579275191569241,-0.107641432149131,1.239446335213,0.647468573363393
"GGB2653_SGB3574",0,0,0.00907756924252308,0.036875682812942,0.031356380421549,0,0.0117985781108683,0,0.0963801222163564,0,0.0118028179024253,0,0.0221354868152758,0.0210205859469977,0.00935962335134283,0.0170419524738284,0.0216396184962905,0.0160350309164874,0.0198305769508955,0,0.0158166974266604,0,9.63247304845359,0.0334227470220205,0.600750593146475,"Bacteria","Firmicutes","CFGB1011","OFGB1011","FGB1011","GGB2653","iRBD>Control",0.431989236196651,-0.228963664750842,1.07151203871011,0.637597907834567
"GGB9758_SGB15368",0,0.150654941150163,0,0,0,0,0,0.0913354703395808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040723371892839,0.600750593146475,"Bacteria","Firmicutes","CFGB38642","OFGB38642","FGB38642","GGB9758","All",-0.457471920746623,-1.10009012813438,0.207586850962745,0.635957458803075
"Bacteroides_cellulosilyticus",0,0,0,0.00780392363684214,0.0479923819638866,0.0933987917281016,0.0126967966998123,0.0310533337798847,0.00513811589625203,0,0.0357651463737835,0.059086043144498,0,0,0,0,0,0,0,0,0,0,0,0.0795806654780159,0.600750593146475,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","All",-0.57088744401903,-1.22970784228529,0.114410255584507,0.627515158828936
"GGB45432_SGB63101",0.02607976328871,0,0.0161221127376307,0.013896488472221,0.0359326608434244,0,0.0219266275526122,0.0154828633845128,0.0200936402038974,0.0211344839148455,0.005049774688348,0.0120792003693995,0.0274770741997127,0.0122354998122256,0.0164567439264107,0.0086430242146184,0.0322949305598861,0.0269995857203781,0,0.0168382547538889,0.0210101338782548,0.0130659941422233,0.68443647737499,0.0508521853131657,0.600750593146475,"Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","GGB45432","All",0.482531398523711,-0.186726976285279,1.12839200821839,0.62424622785628
"GGB55957_SGB77276",0,0.00605809136549402,0,0,0,0.00488878160953066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0473186124343013,0.600750593146475,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","GGB55957","All",-0.470994809900636,-1.11533851699145,0.196310470330456,0.624053050841786
"GGB3256_SGB4303",0,0,0,0.168005242546879,0.22490243479466,0,0.196355975439714,0,0.142913165470894,0,0.147522622122509,0,0.105722638325704,0,0.0342966617434759,0,0,0,0,0.0809481336772903,0.0700096500345901,0,11.7771707579627,0.0516745340257723,0.600750593146475,"Bacteria","Firmicutes","CFGB14936","OFGB14936","FGB14936","GGB3256","All",0.479658749128428,-0.189110162473329,1.12513779543501,0.617188151352246
"Bacteroides_uniformis",0.0940010303176662,0.27010789639084,0.126702492152446,0.0648048991984055,0.0523431213565841,0.193220069051414,0.0456206449892059,0.0335294016964423,0.0505903448414125,0,0.0506230100398982,0.110003315083295,0.0827120512150475,0.0992299096269588,0.0875210688102443,0.220797674081858,0.0777752332992446,0.0881972459637973,0.218580634695157,0.247227587834662,0.080243642257146,0.104616612355127,-0.382569407038337,0.0719604224692969,0.600750593146475,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","All",-0.537578111313153,-1.19123801941162,0.141452646617838,0.614401407817269
"GGB34797_SGB14322",0.110653009984808,0,0.090408214430945,0.0418619525676172,0,0,0,0,0,0,0,0,0.0413276095819173,0,0,0,0,0,0,0,0,0,0,0.0738946476363917,0.600750593146475,"Bacteria","Actinobacteria","CFGB12107","OFGB12107","FGB12107","GGB34797","All",0.542698495107438,-0.137278607947125,1.19713035853454,0.614002031748555
"GGB9760_SGB15374",0.124014024311944,0,0,0,0.0926495367110116,0,0.0148093217525998,0.0494012519975186,0,0,0.0981093590996241,0,0,0,0.0960061619009556,0,0,0,0,0,0.0074046608762999,0,8.53959368729726,0.115518740917591,0.611945762102077,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales_unclassified","GGB9760","All",0.653199733816321,-0.048671202159445,1.32614286236875,0.612275172301302
"Lachnospiraceae_bacterium_AM48_27BH",0,0,0,0,0,0,0,0,0,0.00818544335917174,0,0,0,0.0212030026475165,0,0,0,0.00765514112938098,0,0.00841437329950545,0,0,0,0.11636320094301,0.611945762102077,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Lachnospiraceae_unclassified","All",-0.650633229049498,-1.32310746955416,0.0506984028108486,0.607811374050875
"Lacticaseibacillus_paracasei",0,0,0,0,0,0,0,0,0.0284450045083484,0,0,0,0.0168975451307013,0,0,0,0,0,0,0,0,0,0,0.0492564667300946,0.600750593146475,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lacticaseibacillus","All",0.456209100415484,-0.208642261154174,1.09866908253007,0.596510161848004
"GGB6601_SGB9333",0,0,0,0,0,0,0,0.030938729645262,0,0,0,0.031555195286385,0,0,0,0,0.0057965831596505,0.0397345168968401,0,0,0,0,0,0.111889050164626,0.611945762102077,"Bacteria","Proteobacteria","CFGB2403","OFGB2403","FGB2403","GGB6601","All",-0.620342157736925,-1.28741852615983,0.0747321189379135,0.590077160683052
"GGB32900_SGB53446",0,0,0,0,0.0788637166004615,0,0.0763328728013706,0,0.0562800420787124,0.0196964486202132,0,0,0.0405610799778132,0.021924346370766,0.0401767117211299,0.0489122428619341,0.0375934255930631,0.0338945523862808,0,0.0200737181757861,0.0388850686570965,0.0098482243101066,1.97910088075704,0.0797525372999989,0.600750593146475,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB32900","All",0.535157569230503,-0.143428021219296,1.1884552863371,0.587739739021264
