"species","irbd_BIOME186337","irbd_control_BIOME186341","irbd_BIOME186357","irbd_control_BIOME186361","median_g1","median_g2","log2fc","p_value","q_value","kingdom","phylum","class","order","family","genus"
"Intestinimonas_butyriciproducens",0.0198633302260129,0.0267108622672655,0,0,0,0,0,0.886902731286927,0.969175711925789,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales_unclassified","Intestinimonas"
"Intestinimonas_gabonensis",0,0,0,0,0,0,0,0.923853969432265,0.987568036289663,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales_unclassified","Intestinimonas"
"Intestinimonas_massiliensis",0.0558492763291456,0.0383813008330491,0,0,0,0,0,0.123696278754059,0.617433120221533,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales_unclassified","Intestinimonas"
"Intestinimonas_sp_MSJ_38",0.00454974096312932,0,0,0,0,0,0,0.206149220575622,0.63570185279367,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales_unclassified","Intestinimonas"
"Kineothrix_SGB4886",0,0,0,0,0,0,0,0.0982553644032903,0.611945762102077,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Kineothrix"
"Klebsiella_pneumoniae",0,0,0,0,0,0,0,0.341139404657201,0.690000859087193,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella"
"Lachnoclostridium_sp_An131",0.0146018886838787,0,0,0,0,0,0,0.239453503865275,0.643077390399694,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Lachnoclostridium"
"Lachnospira_eligens",0.0741970011394001,0.0340021513789931,0,0.0458723859028597,0.0173323518096628,0.0310243234715791,-0.839200021318293,0.978797226372984,0.992763074938443,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Lachnospira"
"Lachnospira_pectinoschiza",0.0108168647622475,0,0,0.0243950426381931,0.0113161932171396,0.019742293134184,-0.801816678472941,0.233216369215468,0.643077390399694,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Lachnospira"
"Lachnospira_sp_NSJ_43",0,0,0,0.0125143194327315,0,0,0,0.906857141280909,0.979509888104232,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Lachnospira"
"Lachnospiraceae_bacterium",0,0.0162149075266132,0.0180592261445199,0.0285555895568252,0.0644912420049404,0.046888934523966,0.45968825798183,0.53256439971753,0.792122301600063,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Lachnospiraceae_unclassified"
"Lachnospiraceae_bacterium_AM48_27BH",0,0.00765514112938098,0,0.00841437329950545,0,0,0,0.11636320094301,0.611945762102077,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Lachnospiraceae_unclassified"
"Lachnospiraceae_bacterium_CLA_AA_H215",0,0,0,0,0,0,0,0.326113336699154,0.690000859087193,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Lachnospiraceae_unclassified"
"Lachnospiraceae_bacterium_CLA_AA_H244",0.0136605859199091,0.0201805740190259,0,0,0.0255588594530523,0.00439323283513224,2.53505698349776,0.784171469057459,0.938433347931924,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Lachnospiraceae_unclassified"
"Lachnospiraceae_bacterium_EP_SM_12S_S03",0,0,0,0,0,0,0,0.221763757332699,0.638636468682318,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Lachnospiraceae_unclassified"
"Lachnospiraceae_bacterium_OF09_6",0,0,0,0,0,0,0,0.28225973550138,0.667674635382783,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Lachnospiraceae_unclassified"
"Lachnospiraceae_bacterium_OM04_12BH",0,0,0,0,0,0,0,0.213147023969225,0.63570185279367,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Lachnospiraceae_unclassified"
"Lachnotalea_sp_AF33_28",0.00828260639597993,0.00825842589189572,0,0.00988449248569557,0,0,0,0.36393114571143,0.704713270645808,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Lachnotalea"
"Lacrimispora_amygdalina",0,0,0.00702857333430901,0,0,0,0,0.169900116977035,0.625444805621711,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Lacrimispora"
"Lacticaseibacillus_paracasei",0,0,0,0,0,0,0,0.0492564667300946,0.600750593146475,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lacticaseibacillus"
"Lacticaseibacillus_rhamnosus",0.0130502746423776,0,0.0196862971376089,0.0228098724185879,0,0,0,0.988490079611757,0.996343112231699,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lacticaseibacillus"
"Lactobacillus_delbrueckii",0,0,0,0,0,0,0,0.412906816596287,0.727400925838693,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"Lactobacillus_gasseri",0,0,0,0,0,0,0,0.3290891168975,0.690000859087193,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"Lactococcus_cremoris",0,0,0,0,0,0,0,0.952664508603505,0.989628563611048,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus"
"Lactococcus_lactis",0,0.0118535513216811,0.0151333281167641,0,0,0,0,0.806979543233229,0.9426579099481,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus"
"Lawsonibacter_asaccharolyticus",0.0246520404661902,0.0197699568147762,0.048967513049402,0.0138532413410101,0.0251638990054864,0.0155714132541314,0.691751625834245,0.525979009040043,0.790310296746392,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Lawsonibacter"
"Lawsonibacter_faecis",0,0.0367397354713712,0,0,0,0,0,0.868422889458994,0.961468199043887,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Lawsonibacter"
"Lawsonibacter_hominis",0.0608454305937518,0.0797689745535295,0,0,0,0,0,0.875694640688518,0.964082510963621,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Lawsonibacter"
"Lentihominibacter_faecis",0.0333753432896314,0.0463523440966893,0.056778205880552,0.0204733632625896,0.0364962646747305,0.0228841765998415,0.672929609764221,0.130307269570145,0.623849173981767,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales_Family_XIII_Incertae_Sedis","Lentihominibacter"
"Lentihominibacter_hominis",0,0,0,0,0,0,0,0.559388167647827,0.813529952455728,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales_Family_XIII_Incertae_Sedis","Lentihominibacter"
"Lentihominibacter_SGB71368",0,0,0,0,0,0,0,0.330169260198169,0.690000859087193,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales_Family_XIII_Incertae_Sedis","Lentihominibacter"
"Leuconostoc_carnosum",0.0095080347172629,0.0194717277283975,0,0,0,0,0,0.0188825761249733,0.600750593146475,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Leuconostoc"
"Longibaculum_muris",0.0230172447046652,0,0,0,0,0,0,0.378494748619456,0.707725101386856,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Longibaculum"
"Longicatena_caecimuris",0,0.00741626906633995,0.0239564214110488,0.0286779622487851,0,0,0,0.0846558560800636,0.600750593146475,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Longicatena"
"Luoshenia_tenuis",0.010193311464031,0,0,0,0.00600699268505737,0,8.23870473435765,0.00185271265327116,0.272811938194178,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Christensenellaceae","Luoshenia"
"Marvinbryantia_SGB4691",0,0,0,0,0,0,0,0.0747098206531428,0.600750593146475,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Marvinbryantia"
"Massiliimalia_massiliensis",0.00583098493741159,0,0,0,0,0,0,0.44402620536344,0.738789364291147,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Massiliimalia"
"Massiliimalia_timonensis",0.00782312268347825,0,0.00610741239422468,0,0.00614403391855382,0,8.27114147321981,0.0276773794878989,0.600750593146475,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Massiliimalia"
"Massilimicrobiota_timonensis",0.0130311017013312,0,0,0,0,0,0,0.211766306589994,0.63570185279367,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Massilimicrobiota"
"Massilioclostridium_coli",0,0.0068484133967455,0.0180979544388966,0.00467976089794121,0,0,0,0.41731793160723,0.727400925838693,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Massilioclostridium"
"Massilistercora_timonensis",0.0821716718377022,0.0453112142102584,0,0.0121904625055089,0.00591833019414271,0.00609523125275447,-0.0423500745249712,0.0876831961747393,0.607592971140252,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales_unclassified","Massilistercora"
"Mediterraneibacter_butyricigenes",0,0.0164050093001759,0.0335204631918992,0,0.0227861163541534,0,10.1586236506893,0.000352690827418612,0.103867448674781,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Mediterraneibacter"
"Mediterraneibacter_faecis",0.014993893658194,0.157616178040699,0.106427476532742,0.0185617779808769,0.106497473916548,0.0609803350553221,0.804201526999421,0.0546812242520107,0.600750593146475,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Mediterraneibacter"
"Mediterraneibacter_glycyrrhizinilyticus",0,0.00883753856913294,0,0,0,0,0,0.210384988057656,0.63570185279367,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Mediterraneibacter"
"Mediterraneibacter_massiliensis",0,0,0,0,0,0,0,0.14108341322078,0.623849173981767,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Mediterraneibacter"
"Mediterraneibacter_SGB48424",0,0,0.0176955607585751,0,0,0,0,0.816679971951081,0.943346982929685,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Mediterraneibacter"
"Mediterraneibacter_sp_NSJ_151",0,0,0,0,0,0,0,0.164751918565875,0.623849173981767,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Mediterraneibacter"
"Merdimonas_faecis",0,0,0,0,0,0,0,0.0992654613550753,0.611945762102077,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Merdimonas"
"Methanobrevibacter_smithii",0.265356505888438,0.231885808499347,0,0.0448413597203011,0.16630740336302,0.0224206798601506,2.88984022567479,0.0495373620193545,0.600750593146475,"Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobrevibacter"
"Mogibacterium_kristiansenii",0,0,0.16433363068783,0.0479902878467763,0,0,0,0.405447313608259,0.725861603997764,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales_Family_XIII_Incertae_Sedis","Mogibacterium"
"Monoglobus_pectinilyticus",0.0455986916604953,0.062669303915363,0,0.0935596698464669,0,0.0129407246588407,-9.3433469668442,0.22947864546266,0.643077390399694,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Monoglobus"
"Muribaculum_gordoncarteri",0,0.0407642171270919,0,0,0,0,0,0.881058845843792,0.966375531102408,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculum"
"Negativibacillus_massiliensis",0.00987436929199963,0,0.0452216192481891,0,0.00226936904859676,0,6.84219795099479,0.353634197336331,0.694301807436996,"Bacteria","Firmicutes","Firmicutes_unclassified","Firmicutes_unclassified","Firmicutes_unclassified","Negativibacillus"
"Neglectibacter_timonensis",0.0514376579343149,0.0241208050028152,0.0702932135744848,0.00459349001468745,0.0243912908770013,0.00719069589203842,1.75934486307116,0.126852885176085,0.622636244739282,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Neglectibacter"
"Neobittarella_massiliensis",0,0,0,0,0,0,0,0.123492902136897,0.617433120221533,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Neobittarella"
"Odoribacter_laneus",0.13268867635378,0.134206519573128,0,0,0,0,0,0.260646586765024,0.650512032222878,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Odoribacteraceae","Odoribacter"
"Odoribacter_splanchnicus",0.0320117164439912,0.0415511079714922,0.0450107656981047,0.0716440970711833,0.022162042125702,0.0259481137289091,-0.227349483462313,0.383513637468695,0.712585275927639,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Odoribacteraceae","Odoribacter"
"Oliverpabstia_intestinalis",0.103175187340373,0.0816203717817933,0,0.0289332620906021,0.0988674045996895,0.0662878170579951,0.57660815427807,0.0294995065052394,0.600750593146475,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Oliverpabstia"
"Oscillibacter_sp_ER4",0,0.0360286339796567,0,0,0.0131706149869119,0.0361972967821412,-1.45717033468467,0.335630997943349,0.690000859087193,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Oscillibacter"
"Oscillibacter_sp_MSJ_31",0,0.0352507515089724,0,0.147512633865108,0.0178843309447438,0.00770419842776152,1.21285650846174,0.440758522279504,0.738789364291147,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Oscillibacter"
"Oscillibacter_valericigenes",0.0162918225615578,0.0233345066449987,0.01130068638447,0.0618017852949652,0.0190405805603046,0.0224870620295697,-0.23978623277142,0.333448918862002,0.690000859087193,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Oscillibacter"
"Oscillospiraceae_bacterium",0.0170067011257574,0.0390740057709274,0,0.00847358989209913,0.00739452555243864,0.00423679494604957,0.800593621733954,0.339928060100998,0.690000859087193,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Oscillospiraceae_unclassified"
"Oscillospiraceae_bacterium_CLA_AA_H250",0.10990109096219,0.0869889240107275,0,0.0907190908155257,0.0855561851458484,0.102996016216026,-0.2675875178941,0.422171572537279,0.727400925838693,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Oscillospiraceae_unclassified"
"Oscillospiraceae_bacterium_Marseille_Q3528",0,0.00487854542625218,0.00457166907651227,0,0.00228583453825614,0.00540576936325924,-1.23455577657817,0.608905680853669,0.847861574522011,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Oscillospiraceae_unclassified"
"Oscillospiraceae_unclassified_SGB15256",0,0,0,0,0,0,0,0.420541018919777,0.727400925838693,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Oscillospiraceae_unclassified"
"Oxalobacter_formigenes",0,0,0,0,0,0,0,0.530743362736867,0.792122301600063,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Oxalobacter"
"Parabacteroides_distasonis",0.0640531649682525,0.076738872663632,0.0794902587592792,0.095773755496181,0.0473258916121279,0.0483888561926237,-0.0320317953721589,0.345586168812771,0.690000859087193,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides"
"Parabacteroides_goldsteinii",0.0424745176099969,0,0,0,0,0,0,0.0742292248778559,0.600750593146475,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides"
"Parabacteroides_johnsonii",0,0,0.00976745059460452,0.067356941972837,0,0,0,0.201544585618108,0.63570185279367,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides"
"Parabacteroides_merdae",0,0,0.109164413744745,0.0361506477663134,0.0207335946781913,0.0209169934865437,-0.0126930739567679,0.736419242494222,0.905534308620244,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides"
"Paraprevotella_clara",0,0,0,0,0,0,0,0.447701397177738,0.740636915192525,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Paraprevotella"
"Parasutterella_excrementihominis",0,0,0.0675354192779048,0.0557918333098333,0,0,0,0.950219115427082,0.988832259693554,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella"
"Parasutterella_SGB9260",0,0,0,0,0,0,0,0.176366628905945,0.63570185279367,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella"
"Phascolarctobacterium_faecium",0.0539046686269234,0.0383643451098135,0,0.00800633349670322,0.00542919473703166,0.0195040335420549,-1.84114522348105,0.802977171179569,0.940522077368175,"Bacteria","Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium"
"Phascolarctobacterium_succinatutens",0,0,0,0,0,0,0,0.128389414205338,0.623849173981767,"Bacteria","Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium"
"Phocaeicola_coprocola",0,0,0,0,0,0,0,0.76121056132245,0.928267123434623,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola"
"Phocaeicola_dorei",0.0426509411087977,0,0.207255030422309,0.315932303633849,0.0190021565863313,0.0434308541322361,-1.19170573997148,0.12163984779065,0.617433120221533,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola"
"Phocaeicola_massiliensis",0,0,0,0,0,0,0,0.970888963107594,0.992763074938443,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola"
"Phocaeicola_plebeius",0,0,0,0,0,0,0,0.149237148518144,0.623849173981767,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola"
"Phocaeicola_vulgatus",0.0579219321075295,0.111669408035208,0,0,0.0456218599382509,0.0573163590838794,-0.329093016678694,0.225001839297848,0.640222624861991,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola"
"Phocea_massiliensis",0,0,0,0,0,0,0,0.997182342055195,0.998581377016205,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Phocea"
"Prevotella_pectinovora",0,0,0,0,0,0,0,0.551576214867997,0.80614985249938,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"Propionibacterium_freudenreichii",0,0,0.00663330021552378,0,0,0,0,0.269571258777968,0.653917258325676,"Bacteria","Actinobacteria","Actinomycetia","Propionibacteriales","Propionibacteriaceae","Propionibacterium"
"Provencibacterium_massiliense",0.0131609270318285,0,0,0,0,0,0,0.316255887368001,0.690000859087193,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Provencibacterium"
"Pseudoflavonifractor_capillosus",0.0161809409369121,0,0,0,0,0,0,0.583218739962773,0.831855087160077,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Pseudoflavonifractor"
"Pseudoflavonifractor_phocaeensis",0,0,0,0.0121493735333624,0,0,0,0.230154828154357,0.643077390399694,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Pseudoflavonifractor"
"Pseudoruminococcus_massiliensis",0,0,0,0,0,0,0,0.913052391181729,0.979509888104232,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Pseudoruminococcus"
"Qiania_dongpingensis",0.0047644697255217,0,0,0,0,0,0,0.194984779349664,0.63570185279367,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Qiania"
"Rikenellaceae_bacterium",0.0481891790390893,0.102727683425181,0,0,0,0.0119374208570645,-9.22710638258735,0.0860007661969124,0.603029182023588,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae_unclassified"
"Romboutsia_timonensis",0.0200637487444092,0.0713536142710233,0.0339166878932339,0.0661458822147879,0.0214433859274594,0.0499687238360794,-1.21972682961917,0.495257194754467,0.781580197530073,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Peptostreptococcaceae","Romboutsia"
"Roseburia_faecis",0,0,0.0844984095426436,0.0797846859643096,0.0448645134026786,0,11.135422088131,0.525871076753199,0.790310296746392,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Roseburia"
"Roseburia_hominis",0,0.0371313140685801,0,0.0606325261552585,0.0227192837632554,0.0398429567587643,-0.809863201225358,0.156978126478568,0.623849173981767,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Roseburia"
"Roseburia_intestinalis",0,0,0.00812413020900569,0.0101933119737143,0.0132333407925125,0.0213968113476238,-0.692389597361705,0.276563223910469,0.662177800338482,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Roseburia"
"Roseburia_inulinivorans",0.00562141733541846,0.00837267502874101,0.0376825268786207,0,0.0208018206558329,0.0098078433929434,1.08315312167082,0.768464749788188,0.932466105746319,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Roseburia"
"Roseburia_lenta",0,0,0,0,0,0,0,0.401853522000119,0.723827903541498,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Roseburia"
"Roseburia_sp_AF02_12",0.0353400600879762,0,0,0,0.00482708233711792,0,7.92438024959431,0.161492136656069,0.623849173981767,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Roseburia"
"Roseburia_sp_AM59_24XD",0,0,0,0,0,0,0,0.669203680476738,0.87318497635374,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Roseburia"
"Roseburia_sp_BX1005",0,0,0,0,0,0,0,0.300593955383774,0.68359011475306,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Roseburia"
"Rothia_mucilaginosa",0,0,0,0,0,0,0,0.203252691099695,0.63570185279367,"Bacteria","Actinobacteria","Actinomycetia","Micrococcales","Micrococcaceae","Rothia"
"Rothia_SGB49305",0,0,0,0,0,0,0,0.58368974673013,0.831855087160077,"Bacteria","Actinobacteria","Actinomycetia","Micrococcales","Micrococcaceae","Rothia"
"Ruminococcus_bicirculans",0,0.0243847957499457,0.0372094033247267,0.073444484541858,0.0186047016623633,0.0223123778310367,-0.261920162886338,0.866169476625077,0.961468199043887,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Ruminococcus"
"Ruminococcus_bromii",0.432024778678473,0,0.107632117714175,0,0.182770203493274,0.160581104102621,0.186706992801012,0.317525662670184,0.690000859087193,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Ruminococcus"
"Ruminococcus_callidus",0,0,0,0,0,0,0,0.231480554153447,0.643077390399694,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Ruminococcus"
"Ruminococcus_gauvreauii",0.023069339036812,0,0.00514783935131354,0,0,0,0,0.32509458313502,0.690000859087193,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Ruminococcus"
"Ruminococcus_gnavus",0,0.0143706075104357,0.0320039101171603,0,0.00897405411095549,0.0176191792518963,-0.971743689860258,0.287778499842869,0.672625144474007,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Mediterraneibacter"
"Ruminococcus_lactaris",0.0605100536948103,0,0,0,0,0.0112581706069273,-9.14273286791024,0.658328316246073,0.871360400604353,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Mediterraneibacter"
"Ruminococcus_SGB4421",0,0,0,0,0,0,0,0.29999898296719,0.68359011475306,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Ruminococcus"
"Ruminococcus_sp_AF41_9",0,0,0,0,0,0,0,0.0438848380064632,0.600750593146475,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Ruminococcus"
"Ruminococcus_torques",0.0397559117476571,0.13444951624497,0.0843841787941183,0,0.0484241393459933,0.026641530779598,0.861563679623645,0.437035660263621,0.738789364291147,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Mediterraneibacter"
"Ruthenibacterium_lactatiformans",0.0395197788104871,0.0385712157361075,0.0836018679583637,0.00848538362519365,0.0326822405693796,0.0251731954452922,0.376355985538227,0.677318545179225,0.874869787523166,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Ruthenibacterium"
"Sanguibacteroides_justesenii",0,0,0,0,0,0,0,0.793793238884276,0.938433347931924,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Porphyromonadaceae","Sanguibacteroides"
"Schaalia_odontolytica",0,0,0.0278621845180613,0,0,0,0,0.788020529959548,0.938433347931924,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Schaalia"
"Schaalia_SGB17153",0,0,0,0,0,0,0,0.139950235553955,0.623849173981767,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Schaalia"
"Schaalia_SGB17154",0,0.00674542229597735,0,0,0,0,0,0.326271905191353,0.690000859087193,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Schaalia"
"Schaalia_SGB17157",0,0,0,0,0,0,0,0.0618022678917077,0.600750593146475,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Schaalia"
"Schaalia_SGB17158",0.0103442649111058,0.0127086115643887,0,0,0,0,0,0.791079108454763,0.938433347931924,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Schaalia"
"Segatella_copri",0,0,0,0,0,0,0,0.452681306399506,0.740636915192525,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Segatella"
"Sellimonas_intestinalis",0.0113183687094798,0,0.124084525078645,0.010858390559945,0,0.0054291952799725,-8.09330841100532,0.617830073058597,0.851561327719529,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Sellimonas"
"Senegalimassilia_anaerobia",0,0,0,0,0,0,0,0.851682034399741,0.95719922083375,"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Senegalimassilia"
"Simiaoa_sunii",0.00872364204227144,0,0,0,0,0,0,0.159759407036028,0.623849173981767,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Simiaoa"
"Slackia_piriformis",0,0,0,0,0,0,0,0.320320511978651,0.690000859087193,"Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Slackia"
"Streptococcus_anginosus",0,0,0.0309807619869156,0,0,0,0,0.934440353451892,0.988832259693554,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_australis",0,0,0,0,0,0,0,0.13856974307255,0.623849173981767,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_gordonii",0,0,0,0,0,0,0,0.899283606831756,0.975466011830394,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_mitis",0,0,0,0,0,0,0,0.257291010269205,0.650512032222878,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_mutans",0,0.0126494524021245,0.02278135396982,0,0,0,0,0.557522187990953,0.812823189917503,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
